     1451.89680        0.20421438        0.00208847
     1453.48142        0.20361931        0.00208757
     1455.06777        0.20308457        0.00208099
     1456.65586        0.20012715        0.00206236
     1458.24568        0.20067698        0.00206659
     1459.83723        0.20119848        0.00207050
     1461.43052        0.20338310        0.00207682
     1463.02555        0.20443502        0.00208308
     1464.62232        0.19979299        0.00205879
     1466.22083        0.19929254        0.00205515
     1467.82109        0.19893916        0.00205065
     1469.42310        0.19947229        0.00205357
     1471.02685        0.20059580        0.00205932
     1472.63235        0.20092488        0.00205997
     1474.23961        0.19574825        0.00202748
     1475.84862        0.19458101        0.00202003
     1477.45938        0.19485942        0.00202364
     1479.07191        0.19719243        0.00203546
     1480.68619        0.19750510        0.00203551
     1482.30224        0.19642206        0.00202848
     1483.92004        0.19235344        0.00200137
     1485.53962        0.19431430        0.00201676
     1487.16096        0.19335843        0.00200831
     1488.78407        0.19591189        0.00202030
     1490.40896        0.19586378        0.00202063
     1492.03561        0.19310846        0.00199678
     1493.66405        0.19246516        0.00199723
     1495.29426        0.19053407        0.00199225
     1496.92625        0.19107339        0.00198862
     1498.56002        0.19131584        0.00198773
     1500.19557        0.19236280        0.00199768
     1501.83291        0.19095079        0.00198617
     1503.47203        0.18810877        0.00197032
     1505.11295        0.18963460        0.00197754
     1506.75565        0.19431205        0.00199970
     1508.40015        0.19359608        0.00199289
     1510.04644        0.19235955        0.00198503
     1511.69453        0.19315050        0.00199046
     1513.34442        0.19209159        0.00198463
     1514.99611        0.19003470        0.00197162
     1516.64960        0.19159858        0.00197779
     1518.30490        0.19231670        0.00198172
     1519.96200        0.19126215        0.00197919
     1521.62091        0.18998504        0.00197144
     1523.28164        0.18870736        0.00196066
     1524.94417        0.18969556        0.00196749
     1526.60852        0.19106527        0.00197496
     1528.27469        0.19120592        0.00196812
     1529.94267        0.19344392        0.00198160
     1531.61248        0.19525865        0.00199041
     1533.28410        0.19412690        0.00198140
     1534.95755        0.19449284        0.00198136
     1536.63283        0.19534784        0.00198759
     1538.30994        0.19541898        0.00198686
     1539.98888        0.19445681        0.00198097
     1541.66964        0.19440928        0.00198323
     1543.35225        0.19446930        0.00198069
     1545.03669        0.19202601        0.00196399
     1546.72297        0.19099498        0.00195821
     1548.41109        0.19101301        0.00195962
     1550.10105        0.18921897        0.00194501
     1551.79285        0.19124537        0.00195656
     1553.48651        0.19236925        0.00196121
     1555.18201        0.19401472        0.00197377
     1556.87936        0.19541498        0.00198149
     1558.57856        0.19337990        0.00196809
     1560.27962        0.19237603        0.00195843
     1561.98254        0.18852292        0.00193906
     1563.68731        0.18631087        0.00192700
     1565.39394        0.18639333        0.00192407
     1567.10244        0.18649292        0.00192550
     1568.81280        0.18469855        0.00191456
     1570.52503        0.18723007        0.00192765
     1572.23913        0.18717044        0.00192469
     1573.95510        0.18759251        0.00192958
     1575.67294        0.18905158        0.00193281
     1577.39265        0.18739854        0.00192443
     1579.11424        0.18356647        0.00190419
     1580.83772        0.18126953        0.00189078
     1582.56307        0.18170863        0.00189149
     1584.29030        0.18042041        0.00188451
     1586.01942        0.17992353        0.00188016
     1587.75043        0.17883892        0.00187883
     1589.48333        0.17959801        0.00187973
     1591.21812        0.18262390        0.00189109
     1592.95480        0.18327650        0.00189348
     1594.69338        0.18302664        0.00189250
     1596.43385        0.18295090        0.00189442
     1598.17623        0.18123567        0.00188318
     1599.92050        0.17985143        0.00187166
     1601.66668        0.18242447        0.00188435
     1603.41477        0.18371568        0.00189182
     1605.16476        0.18306612        0.00189081
     1606.91666        0.18163688        0.00187870
     1608.67048        0.18141461        0.00187412
     1610.42621        0.18165036        0.00187820
     1612.18386        0.18320316        0.00188613
     1613.94342        0.18270774        0.00187870
     1615.70490        0.18265211        0.00187677
     1617.46831        0.18063481        0.00187034
     1619.23364        0.17981685        0.00186403
     1621.00090        0.18063087        0.00186763
     1622.77009        0.18072232        0.00186941
     1624.54121        0.17761511        0.00184812
     1626.31426        0.18041832        0.00186579
     1628.08924        0.18263471        0.00187862
     1629.86617        0.18129068        0.00186788
     1631.64503        0.18044657        0.00186398
     1633.42584        0.17887512        0.00185063
     1635.20858        0.17803684        0.00184419
     1636.99328        0.18128112        0.00186330
     1638.77992        0.18141852        0.00186676
     1640.56851        0.18283901        0.00186971
     1642.35905        0.18150013        0.00186025
     1644.15155        0.18005384        0.00185233
     1645.94601        0.17927426        0.00184798
     1647.74242        0.18084713        0.00185566
     1649.54079        0.18008774        0.00185108
     1651.34113        0.17965497        0.00184819
     1653.14343        0.17935174        0.00185165
     1654.94770        0.17748589        0.00183551
     1656.75393        0.17492670        0.00182058
     1658.56214        0.17757730        0.00183534
     1660.37233        0.17936874        0.00184536
     1662.18448        0.18179495        0.00185583
     1663.99862        0.18249034        0.00185677
     1665.81474        0.18317297        0.00186311
     1667.63283        0.18135944        0.00185309
     1669.45291        0.18142456        0.00184962
     1671.27498        0.17989032        0.00184178
     1673.09904        0.17830636        0.00183367
     1674.92509        0.17925196        0.00183839
     1676.75313        0.18130021        0.00184913
     1678.58317        0.18047183        0.00184065
     1680.41520        0.17861801        0.00183357
     1682.24923        0.17584625        0.00181898
     1684.08527        0.17596624        0.00181916
     1685.92331        0.17915533        0.00183565
     1687.76335        0.17933505        0.00183349
     1689.60540        0.17958803        0.00183849
     1691.44947        0.17849359        0.00183072
     1693.29554        0.17753353        0.00182289
     1695.14363        0.17734699        0.00182485
     1696.99374        0.17827082        0.00182817
     1698.84587        0.17699794        0.00181824
     1700.70002        0.17582360        0.00181341
     1702.55619        0.17414033        0.00180104
     1704.41439        0.17411420        0.00179853
     1706.27461        0.17663589        0.00181101
     1708.13687        0.17539658        0.00180736
     1710.00116        0.17640534        0.00181364
     1711.86748        0.17558437        0.00181038
     1713.73584        0.17486715        0.00180334
     1715.60624        0.17360663        0.00179384
     1717.47868        0.17414255        0.00179536
     1719.35317        0.17465061        0.00179843
     1721.22970        0.17506338        0.00179916
     1723.10828        0.17789845        0.00181298
     1724.98891        0.17780639        0.00181237
     1726.87159        0.17641632        0.00180462
     1728.75632        0.17749508        0.00180972
     1730.64312        0.17735949        0.00181289
     1732.53197        0.17555071        0.00180301
     1734.42288        0.17643361        0.00180998
     1736.31586        0.17415828        0.00179261
     1738.21091        0.17282845        0.00178492
     1740.10802        0.17455834        0.00179666
     1742.00720        0.17404636        0.00179613
     1743.90846        0.17448314        0.00179714
     1745.81179        0.17482244        0.00179958
     1747.71719        0.17204967        0.00178048
     1749.62468        0.16991015        0.00176630
     1751.53425        0.16962137        0.00176577
     1753.44590        0.17167700        0.00177562
     1755.35964        0.17228383        0.00177796
     1757.27547        0.17250380        0.00177614
     1759.19339        0.17392129        0.00178665
     1761.11341        0.17387318        0.00178989
     1763.03551        0.17296447        0.00178212
     1764.95972        0.17146340        0.00176854
     1766.88603        0.17047723        0.00176489
     1768.81444        0.17166163        0.00177149
     1770.74495        0.17116373        0.00176593
     1772.67757        0.17237298        0.00177412
     1774.61230        0.17350415        0.00178163
     1776.54914        0.17831041        0.00180856
     1778.48810        0.18020318        0.00182116
     1780.42917        0.17808199        0.00180649
     1782.37236        0.17509999        0.00178817
     1784.31767        0.17463392        0.00178621
     1786.26510        0.17540065        0.00179039
     1788.21466        0.17500863        0.00178446
     1790.16635        0.17643298        0.00179481
     1792.12016        0.17736255        0.00179860
     1794.07611        0.17618048        0.00179158
     1796.03420        0.17654628        0.00179188
     1797.99442        0.17322344        0.00177740
     1799.95678        0.17139933        0.00176638
     1801.92128        0.16967049        0.00175758
     1803.88793        0.16860116        0.00174942
     1805.85672        0.17123978        0.00176534
     1807.82767        0.17135647        0.00176475
     1809.80076        0.17335224        0.00177079
     1811.77601        0.17129337        0.00176229
     1813.75341        0.17087606        0.00176081
     1815.73297        0.16897797        0.00174771
     1817.71469        0.16889503        0.00174953
     1819.69857        0.16887071        0.00175066
     1821.68462        0.16972091        0.00175603
     1823.67284        0.16973994        0.00175252
     1825.66323        0.17012634        0.00175354
     1827.65578        0.16872598        0.00174881
     1829.65052        0.16826032        0.00174546
     1831.64743        0.16571703        0.00173117
     1833.64652        0.16673180        0.00173855
     1835.64779        0.16472121        0.00172348
     1837.65125        0.16453911        0.00172308
     1839.65689        0.16689630        0.00173738
     1841.66472        0.16864857        0.00174877
     1843.67475        0.16876065        0.00175137
     1845.68696        0.16828082        0.00174457
     1847.70138        0.17109696        0.00175363
     1849.71799        0.17304210        0.00176757
     1851.73680        0.17611820        0.00178250
     1853.75782        0.17726574        0.00178468
     1855.78104        0.17613638        0.00178158
     1857.80647        0.17727564        0.00178656
     1859.83411        0.17759318        0.00179058
     1861.86397        0.17885941        0.00179812
     1863.89603        0.17810915        0.00179494
     1865.93032        0.17358582        0.00177195
     1867.96683        0.17161125        0.00175774
     1870.00556        0.17211770        0.00176146
     1872.04651        0.17209433        0.00176169
     1874.08970        0.17118257        0.00175507
     1876.13511        0.17311849        0.00176520
     1878.18275        0.17710947        0.00178697
     1880.23263        0.17976948        0.00180018
     1882.28475        0.18034209        0.00180231
     1884.33911        0.17597057        0.00177748
     1886.39571        0.17524020        0.00177507
     1888.45455        0.17135979        0.00175642
     1890.51564        0.16935021        0.00174594
     1892.57898        0.16830500        0.00174041
     1894.64457        0.16820630        0.00173821
     1896.71242        0.16906987        0.00174215
     1898.78252        0.17197268        0.00175746
     1900.85488        0.17204267        0.00175697
     1902.92951        0.17325167        0.00176290
     1905.00640        0.17278844        0.00175937
     1907.08555        0.17345410        0.00176389
     1909.16698        0.17363482        0.00176637
     1911.25068        0.17260622        0.00175800
